Synthetic Filaments_Annual Production_CZ,National,CZ,Czechoslovakia,Synthetic Filaments,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.9,0.6,1.0,0.9,1.5,1.7,2.0,2.3,2.8,2.6,2.7,3.6,2.8,3.4,4.3,2.7,2.7,5.4,6.2,7.4,13.1,15.0,3.6,12.5,18.9,22.4,25.9,26.2,27.9,32.8,36.6,37.5,49.1,49.2,47.7,54.8,58.0,61.9,68.0,73.1,75.5,80.8,80.3,85.3,91.4,91.9,94.3,100.0,109.0,117.0,125.0,131.0,140.0,147.0,153.0,163.0,152.0,165.0,169.0,180.0,186.0,189.0,197.0,193.0,197.0,204.0,201.0,201.0,155.0,47.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic Filaments_Annual Production_TR,National,TR,Turkey,Synthetic Filaments,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,9.0,13.0,18.0,36.0,49.0,50.0,51.0,67.0,85.0,87.0,113.0,103.0,114.0,141.0,154.0,166.0,194.0,261.0,261.0,259.0,270.0,302.0,304.0,349.0,336.0,347.0,356.0,368.0,375.0,382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_EG,National,EG,Egypt,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,13.0,12.0,7.0,11.0,,11.0,,,,29.0,37.0,47.0,44.0,40.0,57.0,73.0,80.0,89.0,92.0,93.0,103.0,96.0,94.0,113.0,170.0,194.0,213.0,229.0,260.0,29.0,30.0,30.0,28.0,20.0,31.0,40.0,27.0,30.0,33.0,33.0,35.0,44.0,45.0,45.0,55.0,46.0,55.0,60.0,54.0,60.0,92.0,101.0,111.0,122.0,112.0,133.0,299.0,84.0,82.0,83.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,
Silver_Annual Production_NZ,National,NZ,New Zealand,Silver,Annual Production,Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.7,2.0,1.7,2.6,2.9,5.7,9.1,11.0,10.0,18.0,21.0,28.0,34.0,37.0,43.0,49.0,54.0,56.0,53.0,41.0,25.0,30.0,19.0,30.0,24.0,24.0,27.0,14.0,11.0,15.0,14.0,16.0,18.0,15.0,13.0,13.0,14.0,13.0,18.0,14.0,18.0,13.0,12.0,14.0,13.0,14.0,14.0,11.0,12.0,13.0,12.0,9.7,8.7,10.0,7.6,7.0,6.9,7.2,7.2,6.2,4.1,1.6,2.4,1.0,0.9,,,0.1,0.2,,,,,,,,,,,1.0,2.0,,,,,,,,23.0,,,,,,,,,,,,,,28.0,28.0,30.0,32.0,23.0,24.0,23.0,27.0,29.0,32.0,52.0,,,,,,,,,,,,,,,,,,,,,
Synthetic Filaments_Annual Production_YU,National,YU,Yugoslavia,Synthetic Filaments,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,19.7,21.1,19.8,21.0,21.1,22.0,22.2,28.6,29.3,36.5,38.5,40.8,54.7,77.0,84.1,88.2,82.4,85.6,96.6,101.0,137.0,140.0,139.0,151.0,147.0,197.0,195.0,198.0,198.0,198.0,196.0,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic Filaments_Annual Production_MY,National,MY,Malaysia,Synthetic Filaments,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,15.0,,30.0,33.0,35.0,36.0,35.0,32.0,35.0,35.0,39.0,38.0,39.0,40.0,41.0,42.0,45.0,57.0,58.0,59.0,48.0,54.0,57.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_TN,National,TN,Tunisia,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.0,372.0,413.0,381.0,424.0,464.0,643.0,732.0,731.0,634.0,1081.0,1208.0,1238.0,1476.0,1634.0,1221.0,2456.0,2808.0,2716.0,2559.0,3016.0,3172.0,3316.0,,3425.0,3421.0,3644.0,3547.0,4161.0,4239.0,4423.0,4256.0,4657.0,4858.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_IL,National,IL,Israel,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,51.0,72.0,74.0,98.0,109.0,117.0,144.0,142.0,144.0,148.0,160.0,156.0,159.0,166.0,188.0,185.0,203.0,190.0,174.0,193.0,187.0,194.0,208.0,198.0,183.0,226.0,209.0,182.0,154.0,171.0,189.0,178.0,182.0,143.0,164.0,161.0,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitric Acid_Annual Production_IL,National,IL,Israel,Nitric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,2.1,5.1,10.0,13.0,16.0,16.0,16.0,17.0,16.0,45.0,64.0,69.0,72.0,77.0,85.0,,,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitric Acid_Annual Production_IN,National,IN,India,Nitric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,6.0,7.0,8.0,12.0,15.0,17.0,15.0,18.0,19.0,17.0,18.0,,379.0,372.0,460.0,539.0,474.0,467.0,583.0,454.0,561.0,487.0,551.0,529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver_Annual Production_KR,National,KR,South Korea,Silver,Annual Production,Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,9.0,8.0,7.0,10.0,14.0,13.0,14.0,13.0,13.0,16.0,18.0,19.0,20.0,46.0,48.0,55.0,46.0,41.0,47.0,57.0,64.0,64.0,88.0,33.0,41.0,45.0,49.0,52.0,48.0,55.0,43.0,13.0,239.0,238.0,265.0,333.0,330.0,257.0,343.0,254.0,268.0,339.0,489.0,591.0,665.0,973.0,948.0,,,,,,,,,,,,,,,,,,,,,,
Synthetic Filaments_Annual Production_SE,National,SE,Sweden,Synthetic Filaments,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.5,0.7,1.0,2.1,2.5,2.9,3.6,5.0,8.4,12.7,16.5,13.6,14.9,11.2,12.1,12.8,14.1,17.4,11.9,14.0,17.5,18.5,22.7,26.1,26.4,28.6,28.5,30.8,31.8,31.9,36.6,38.4,35.7,38.1,36.6,35.4,36.1,37.7,38.5,38.1,37.1,20.6,31.6,33.5,37.0,37.0,35.0,33.8,38.0,40.1,40.1,33.4,24.8,24.5,17.5,15.8,12.6,8.5,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_CO,National,CO,Colombia,Sulphuric Acid,Annual Production,Thousands Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,2.0,12.0,9.0,15.0,19.0,23.0,25.0,18.0,16.0,24.0,34.0,18.0,47.0,41.0,41.0,,48.0,52.0,51.0,47.0,49.0,42.0,45.0,54.0,59.0,49.0,40.0,53.0,,62.0,68.0,68.0,75.0,95.0,76.0,,91.0,77.0,103.0,86.0,,95.0,93.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Nitric Acid_Annual Production_AU,National,AU,Australia,Nitric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.3,0.6,0.6,3.5,6.1,7.0,6.0,4.9,3.1,3.1,3.5,3.3,6.5,7.5,9.5,8.8,12.0,12.0,14.0,16.0,15.0,16.0,17.0,17.0,18.0,20.0,20.0,25.0,26.0,32.0,36.0,65.0,126.0,120.0,140.0,149.0,186.0,174.0,148.0,153.0,174.0,177.0,180.0,182.0,193.0,190.0,190.0,202.0,193.0,207.0,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caustic Soda_Annual Production_PK,National,PK,Pakistan,Caustic Soda,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,5.0,5.0,6.0,6.0,5.0,6.0,7.0,10.0,11.0,17.0,24.0,26.0,31.0,34.0,35.0,35.0,37.0,37.0,38.0,25.0,35.0,36.0,40.0,38.0,41.0,41.0,40.0,46.0,55.0,55.0,61.0,66.0,74.0,78.0,82.0,81.0,89.0,93.0,109.0,118.0,116.0,120.0,141.0,146.0,150.0,164.0,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_ID,National,ID,Indonesia,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,16.0,8.0,17.0,16.0,11.0,19.0,15.0,34.0,35.0,44.0,58.0,46.0,71.0,,,40.0,52.0,52.0,42.0,35.0,35.0,39.0,224.0,314.0,981.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_FR,National,FR,France,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,625.0,,,,,,,,,,,,,900.0,,,,,,,,,,,,1500.0,,,,1032.0,,,,,,,,,1272.0,,… ,458.0,365.0,342.0,153.0,277.0,840.0,1069.0,1275.0,1151.0,1215.0,1450.0,1191.0,1180.0,1378.0,1473.0,1535.0,1600.0,1786.0,1890.0,2046.0,2205.0,2271.0,2394.0,2702.0,2916.0,3073.0,3227.0,3349.0,3527.0,3682.0,3923.0,4114.0,4383.0,4689.0,3758.0,3959.0,4501.0,4584.0,4957.0,4952.0,4412.0,4166.0,4325.0,4531.0,4322.0,3956.0,3960.0,4081.0,4187.0,3771.0,3627,2871,2357,2227.0,2382.0,2263.0,2250.0,2214.0,2177.0,2181.0,2051.0,1930.0,1624,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_JP,National,JP,Japan,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,5.0,8.0,9.0,11.0,13.0,16.0,19.0,23.0,28.0,34.0,41.0,50.0,60.0,72.0,87.0,104.0,76.0,68.0,67.0,137.0,99.0,188.0,215.0,223.0,354.0,336.0,327.0,322.0,590.0,556.0,235.0,276.0,467.0,524.0,561.0,663.0,834.0,803.0,701.0,819.0,931.0,1138.0,1239.0,1380.0,1807.0,2208.0,2139.0,2155.0,2278.0,2236.0,1650.0,1571.0,1214.0,424.0,572.0,922.0,1217.0,1613.0,2030.0,2368.0,2506.0,2685.0,3044.0,3290.0,3695.0,3932.0,3802.0,4195.0,4452.0,4684.0,4910.0,4991.0,5372.0,5656.0,6031.0,6284.0,6591.0,6759.0,6925.0,6659.0,6714.0,7116.0,7128.0,6000.0,6095.0,6392.0,6437.0,6582.0,6777.0,6572.0,6531.0,6662.0,6458.0,6580.0,6562.0,6541.0,6767.0,6885.0,6887.0,7057.0,7100.0,6937.0,6594.0,6888.0,6851.0,6828.0,6739.0,6943.0,7059.0,6727.0,6763.0,6534.0,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_DZ,National,DZ,Algeria,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,25.0,32.0,43.0,43.0,46.0,37.0,35.0,49.0,42.0,42.0,48.0,47.0,34.0,44.0,44.0,41.0,40.0,31.0,23.0,27.0,33.0,39.0,35.0,38.0,48.0,15.0,,,,,,23.0,23.0,52.0,44.0,191.0,97.0,56.0,147.0,156.0,249.0,,,30.0,61.0,60.0,39.0,46.0,52.0,55.0,40.0,45.0,42.0,55.0,45.0,48.0,36.0,22.0,59.0,57.0,,,,,,,,,,,,,,,,,,,,,,
Artificial and Synthetic Fibers_Annual Production_BR,National,BR,Brazil,Synthetic Filaments,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.3,0.3,0.2,0.3,0.5,0.7,0.9,1.2,1.6,2.2,3.3,5.5,7.2,7.8,8.5,8.7,7.7,9.8,10.0,11.0,13.0,12.0,16.0,20.0,25.0,26.0,27.0,30.0,32.2,34.4,36.3,35.9,38.9,45.5,47.7,50.7,50.0,54.0,57.0,65.0,64.0,80.0,78.0,92.0,105.0,128.0,162.0,170.0,175.0,211.0,210.0,226.0,264.0,282.0,248.0,242.0,225.0,263.0,264.0,287.0,297.0,291.0,301.0,263.0,272.0,284.0,291.0,290.0,295.0,292.0,273.0,245.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Zinc_Annual Production_CD,National,CD,Zaire,Zinc,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,32.0,34.0,42.0,49.0,53.0,55.0,53.0,57.0,56.0,53.0,56.0,57.0,61.0,61.0,63.0,64.0,64.0,63.0,67.0,66.0,69.0,66.0,61.0,51.0,43.0,43.0,44.0,58.0,64.0,62.0,66.0,64.0,64.0,63.0,61.0,54.0,38.0,28.0,19.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_CL,National,CL,Chile,Sulphuric Acid,Annual Production,Thousands Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,9.0,12.0,16.0,13.0,19.0,18.0,45.0,45.0,45.0,60.0,84.0,117.0,129.0,136.0,178.0,193.0,180.0,220.0,249.0,327.0,373.0,425.0,530.0,195.0,155.0,110.0,130.0,132.0,127.0,100.0,,,,,,,,,,,347.0,804.0,887.0,920.0,1174.0,1427.0,1518.0,1864.0,1983.0,2436.0,2363.0,2736.0,2720.0,2866.0,,,,,,,,,,,,,,,,,,,,,,
Caustic Soda_Annual Production_IN,National,IN,India,Caustic Soda,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,6.0,11.0,15.0,17.0,23.0,30.0,35.0,40.0,43.0,58.0,70.0,98.0,120.0,127.0,152.0,184.0,215.0,231.0,259.0,306.0,347.0,361.0,377.0,391.0,412.0,432.0,443.0,504.0,517.0,548.0,565.0,549.0,613.0,595.0,609.0,698.0,718.0,732.0,952.0,907.0,910.0,964.0,1027.0,1078.0,1124.0,1121.0,1357.0,1456.0,1426.0,1431.0,1425.0,1642.0,1732.0,1539.0,1601.0,,,,,,,,,,,,,,,,,,,,,,
Synthetic Filaments_Annual Production_NL,National,NL,Netherlands,Synthetic Filaments,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.8,2.0,2.7,4.5,5.8,6.8,8.0,8.0,8.5,9.0,8.7,9.9,9.6,10.0,10.9,9.3,,,,,12.0,9.4,,9.5,20.5,25.8,29.8,33.3,36.7,32.8,38.1,42.8,46.3,45.5,47.8,48.8,52.6,58.4,60.4,64.8,75.5,89.2,102.5,110.4,97.2,113.0,128.0,126.0,142.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_PH,National,PH,Phillipines,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,27.0,24.0,22.0,2.0,2.0,1.0,,,6.0,35.0,39.0,40.0,38.0,165.0,205.0,174.0,196.0,264.0,273.0,295.0,342.0,277.0,280.0,267.0,168.0,137.0,29.0,123.0,86.0,56.0,40.0,62.0,25.0,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
