Caustic Soda_Annual Production_TR,National,TR,Turkey,Caustic Soda,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,19.0,20.0,24.0,25.0,39.0,37.0,36.0,36.0,33.0,42.0,42.0,38.0,22.0,11.0,69.0,98.0,93.0,88.0,100.0,85.0,93.0,92.0,96.0,99.0,95.0,94.0,105.0,91.0,69.0,100.0,101.0,100.0,,,,,,,,,,,,,,,,,,,,,,
Silver_Annual Production_ZA,National,ZA,South Africa,Silver,Annual Production,Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,11.0,13.0,17.0,20.0,22.0,25.0,25.0,26.0,31.0,32.0,30.0,28.0,30.0,30.0,29.0,27.0,28.0,28.0,26.0,35.0,43.0,44.0,36.0,31.0,31.0,32.0,32.0,33.0,33.0,35.0,33.0,31.0,32.0,33.0,34.0,35.0,37.0,40.0,46.0,46.0,41.0,38.0,39.0,38.0,36.0,36.0,36.0,35.0,36.0,37.0,37.0,41.0,46.0,49.0,55.0,56.0,63.0,69.0,61.0,79.0,85.0,91.0,97.0,98.0,95.0,99.0,105.0,110.0,105.0,102.0,113.0,83.0,95.0,88.0,97.0,97.0,101.0,222.0,235.0,215.0,170.0,215.0,220.0,237.0,193.0,200.0,180.0,161.0,171.0,183.0,193.0,198.0,174.0,169.0,155.0,161.0,152.0,145.0,110.0,113.0,80.0,72.0,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_US,National,US,United States of America,Sulphuric Acid,Annual Production,Thousands Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.0,,,,,1289.0,,,,,2045.0,,,,,2809.0,,,,,3830.0,,3015.0,,4521.0,,4831.0,,5059.0,,5857.0,,4198.0,,,,4436.0,,5469.0,3799.0,4350.0,5208.0,6142.0,7034.0,7658.0,8384.0,8638.0,8349.0,9779.0,10393.0,10371.0,11820.0,12131.0,12075.0,12703.0,13042.0,14746.0,14964.0,14932.0,14470.0,15974.0,16223.0,16191.0,17873.0,18993.0,20796.0,22540.0,25750.0,26141.0,25895.0,26795.0,26784.0,26340.0,28290.0,28613.0,29982.0,28290.0,30460.0,34771.0,37472.0,39186.0,40050.0,36953.0,30143.0,33975.0,37914.0,35964.0,32650.0,35612.0,38628.0,39282.0,40222.0,39432.0,40697.0,35693.0,11300.0,11500.0,10900.0,10700.0,10600.0,10400.0,9620.0,9530.0,8760.0,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_YU,National,YU,Yugoslavia,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,11,,,,,5.0,26.0,32.0,44.0,45.0,40.0,39.0,36.0,40.0,59.0,72.0,107.0,124.0,125.0,128.0,130.0,234.0,286.0,391.0,472.0,435.0,542.0,552.0,549.0,649.0,696.0,752.0,791.0,882.0,863.0,871.0,842.0,874.0,902.0,975.0,1186.0,1248.0,1183.0,1300.0,1471.0,1489.0,1595.0,1592.0,1713.0,1617.0,,… ,302,80,24.0,87.0,231.0,177.0,211.0,30.0,98.0,68.0,74.0,,,,,,,,,,,,,,,,,,,,,,,
Zinc_Annual Production_ZM,National,ZM,Zambia,Zinc,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,12.0,18.0,7.0,,19.0,20.0,21.0,21.0,14.0,10.0,13.0,13.0,14.0,13.0,14.0,15.0,15.0,17.0,21.0,22.0,23.0,23.0,23.0,23.0,26.0,27.0,28.0,29.0,30.0,31.0,30.0,30.0,31.0,40.0,49.0,47.0,47.0,42.0,45.0,53.0,50.0,53.0,57.0,56.0,53.0,58.0,47.0,37.0,40.0,42.0,38.0,33.0,33.0,39.0,38.0,29.0,23.0,22.0,21.0,20.0,13.0,10.0,7.0,7.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_TH,National,TH,Thailand,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,14.0,18.0,15.0,14.0,47.0,47.0,47.0,38.0,46.0,56.0,60.0,60.0,54.0,34.0,49.0,56.0,63.0,66.0,78.0,81.0,60.0,64.0,72.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_PL,National,PL,Poland,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,222.0,233.0,165.0,120.0,99.0,121.0,139.0,112.0,135.0,181.0,189.0,,,,,,,36.0,124.0,155.0,222.0,276.0,,277.0,348.0,370.0,419.0,450.0,481.0,499.0,573.0,610.0,685.0,794.0,852.0,888.0,1001.0,1062.0,1139.0,1213.0,1314.0,1516.0,1901.0,2252.0,2568.0,2914.0,3333.0,3413.0,3179.0,3268.0,3172.0,2983.0,3019.0,2776.0,2676.0,2786.0,2769.0,2863.0,2965.0,3149.0,3154.0,3115.0,1721.0,1088.0,1244.0,1145.0,1452.0,1861.0,1761.0,1741.0,1707.0,1505.0,1948.0,1845.0,1861.0,1980.0,,,,,,,,,,,,,,,,,,,,,,
Synthetic Filaments_Annual Production_ZA,National,ZA,South Africa,Synthetic Filaments,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,6.0,12.0,14.0,18.0,20.0,26.0,30.0,26.0,25.0,40.0,39.0,46.0,52.0,53.0,53.0,59.0,61.0,76.0,80.0,84.0,90.0,96.0,93.0,90.0,90.0,87.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrochloric Acid_Annual Production_KR,National,KR,South Korea,Hydrochloric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,3.0,4.0,6.0,6.0,9.0,8.0,13.0,20.0,22.0,24.0,26.0,30.0,33.0,39.0,44.0,45.0,43.0,39.0,31.0,42.0,43.0,51.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Synthetic Filaments_Annual Production_IR,National,IR,Iran,Synthetic Filaments,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,5.0,6.0,6.0,7.0,9.0,8.0,5.0,6.0,20.0,31.0,42.0,33.0,38.0,35.0,35.0,35.0,35.0,39.0,44.0,60.0,61.0,63.0,66.0,65.0,67.0,58.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver_Annual Production_KR,National,KR,Korea,Silver,Annual Production,Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,22.0,31.0,39.0,59.0,76.0,88.0,81.0,,,96.0,88.0,80.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver_Annual Production_CD,National,CD,Zaire,Silver,Annual Production,Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.3,,,,0.3,0.3,0.4,0.4,0.5,0.6,82.0,106.0,118.0,86.0,92.0,97.0,72.0,110.0,108.0,122.0,97.0,85.0,129.0,157.0,126.0,118.0,141.0,139.0,118.0,147.0,154.0,141.0,127.0,115.0,95.0,118.0,148.0,123.0,108.0,50.0,34.0,46.0,48.0,58.0,63.0,67.0,62.0,46.0,46.0,65.0,62.0,51.0,88.0,81.0,110.0,114.0,92.0,79.0,80.0,59.0,40.0,47.0,47.0,40.0,45.0,74.0,60.0,84.0,80.0,60.0,80.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_CU,National,CU,Cuba,Sulphuric Acid,Annual Production,Thousands Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,27.0,24.0,26.0,28.0,28.0,32.0,32.0,,,44.0,58.0,136.0,135.0,189.0,192.0,226.0,265.0,316.0,319.0,315.0,361.0,392.0,377.0,376.0,410.0,392.0,375.0,347.0,296.0,401.0,413.0,332.0,356.0,336.0,373.0,395.0,370.0,391.0,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zinc_Annual Production_KP,National,KP,North Korea,Zinc,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,20.0,25.0,50.0,60.0,60.0,65.0,70.0,75.0,75.0,80.0,80.0,60.0,90.0,100.0,120.0,130.0,130.0,140.0,135.0,135.0,130.0,120.0,120.0,120.0,120.0,120.0,120.0,180.0,180.0,210.0,210.0,210.0,200.0,175.0,175.0,200.0,200.0,200.0,200.0,200.0,180.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_PT,National,PT,Portugal,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,82.0,80.0,73.0,84.0,58.0,107.0,113.0,113.0,116.0,136.0,141.0,148.0,194.0,186.0,204.0,209.0,228.0,202.0,239.0,266.0,311.0,320.0,341.0,352.0,417.0,408.0,413.0,412.0,403.0,430.0,430.0,463.0,398.0,379.0,326.0,420.0,399.0,309.0,476.0,380.0,633.0,636.0,546.0,472.0,431.0,553.0,497.0,448.0,331.0,293.0,289.0,260.0,51.0,,,122.0,133.0,10.0,11.0,15.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_GB,National,GB,United Kingdom,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0,,,,,730.0,,,,,900.0,,,,,890.0,,,,,870.0,,,,,770.0,,,,,1010.0,,,,,,,,,,,,,1082.0,,,,,,,,,,,,848.0,,861.0,900.0,930.0,813.0,682.0,763.0,772.0,864.0,912.0,1012.0,1068.0,960.0,1086.0,1215.0,1219.0,1305.0,1271.0,1289.0,1236.0,1349.0,1354.0,1577.0,1687.0,1832.0,1632.0,1530.0,1905.0,2075.0,2131.0,2287.0,2373.0,2277.0,2467.0,2745.0,2705.0,2775.0,2927.0,3185.0,3358.0,3168.0,3234.0,3335.0,3287.0,3352.0,3459.0,3449.0,3886.0,3855.0,3166.0,3271.0,3405.0,3453.0,3498.0,3381.0,2889.0,2587.0,2629.0,2654.0,2525.0,2330.0,2180.0,2257.0,1977.0,,,,1268.0,1266.0,1293.0,643.0,698.0,716.0,908.0,581.0,946.0,632.0,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_RU,National,RU,Russia,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,7.0,,,,,8.0,,,,,16.0,,,,,23.0,,,,,37.0,,,44.0,,40.0,,37.0,44.0,,52.0,,60.0,,,106.0,,,,,178.0,,,,,250.0,275.0,284.0,206.5,,,,,,17.0,,11.0,···,45.0,89.0,100.0,145.0,176.0,211.0,265.0,396.0,464.0,552.0,627.0,782.0,994.0,1197.0,1369.0,1544.0,1625.0,1587,,,,,781.0,725.0,996.0,1479.0,1845.0,2125.0,2372.0,2662.0,2919.0,3292.0,3798.0,4323.0,4569.0,4803.0,5081.0,5398.0,5718.0,6132.0,6885.0,7647.0,8518.0,9367.0,9734.0,10159.0,10665.0,12059.0,12775.0,13685.0,14855.0,16663.0,18645.0,20015.0,21104.0,22411.0,22364.0,23033.0,24095.0,23801.0,24714.0,25338.0,26037.0,27847.0,28531.0,29372.0,28726.0,27267.0,11597,9704,8243,6334.0,6946.0,5764.0,6247.0,5840.0,7148.0,8258.0,8209.0,8458.0,8759,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_CZ,National,CZ,Czechoslovakia,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,221.0,,,,,,,,165.0,,,,,,,,,123.0,192.0,215.0,219.0,252.0,258.0,278.0,311.0,341.0,383.0,422.0,445.0,463.0,513.0,553.0,599.0,643.0,725.0,893.0,933.0,982.0,1012.0,977.0,1034.0,1110.0,1174.0,1176.0,1209.0,1211.0,1245.0,1240.0,1276.0,1195.0,1253.0,1285.0,1315.0,1252.0,1244.0,1246.0,1298.0,1292.0,1264.0,1249.0,1142.0,1089.0,682.0,522.0,383.0,337.0,340.0,345.0,333.0,327.0,318.0,274.0,241.0,220.0,293.0,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_AU,National,AU,Australia,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,191.0,283.0,221.0,159.0,219.0,228.0,257.0,228.0,435.0,503.0,497.0,376.0,369.0,274.0,224.0,241.0,338.0,411.0,467.0,493.0,595.0,622.0,650.0,661.0,637.0,744.0,849.0,911.0,893.0,1008.0,1002.0,1088.0,1140.0,1154.0,1277.0,1470.0,1636.0,1809.0,2023.0,1923.0,1881.0,1762.0,1603.0,1756.0,2266.0,2428.0,1770.0,1295.0,1752.0,1837.0,1940.0,2175.0,1963.0,2027.0,1734.0,1706.0,1783.0,1788.0,1680.0,1818.0,1904.0,1464.0,986.0,816.0,868.0,833.0,874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_DE,National,DE,Germany,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,43.0,47.0,45.0,55.0,86.0,85.0,86.0,92.0,112.0,130.0,214.0,237.0,245.0,285.0,283.0,292.0,316.0,330.0,389.0,420.0,423.0,446.0,477.0,511.0,504.0,553.0,584.0,636.0,689.0,703.0,708.0,798.0,836.0,998.0,1059.0,1129.0,1159.0,1151.0,1223.0,1381.0,1500.0,1650.0,1727.0,1506.0,1138.0,,1104.0,928.5,442.0,579.5,908.0,1040,,744.0,961.0,1239.0,1448.0,1555.0,1704.0,1475.0,1105.0,939.0,1213.0,1307.0,1574.0,1765.0,2050.0,2272.0,2716.0,2140,2362.0,2514.0,2543.0,2199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3064,…,…,2781.0,1387.0,1225.0,1370.0,1601.0,1618.0,1474.0,1504.0,1640.0,1536,,,,,,,,,,,,,,,,,,,,,,
Sulphuric Acid_Annual Production_ZM,National,ZM,Zambia,Sulphuric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.0,158.0,255.0,283.0,303.0,281.0,218.0,247.0,278.0,276.0,255.0,271.0,314.0,240.0,199.0,304.0,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrochloric Acid_Annual Production_IR,National,IR,Iran,Hydrochloric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.1,0.4,0.9,1.8,3.2,3.2,6.1,8.2,9.7,11.0,13.0,16.0,18.0,21.0,25.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrochloric Acid_Annual Production_PH,National,PH,Phillipines,Hydrochloric Acid,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,27.0,36.0,26.0,17.0,7.5,,,,,,58.0,,24.0,24.0,31.0,28.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zinc_Annual Production_CN,National,CN,China,Zinc,Annual Production,Thousand Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,26.0,34.0,37.0,41.0,60.0,70.0,90.0,90.0,90.0,90.0,90.0,90.0,80.0,90.0,90.0,100.0,150.0,150.0,150.0,150.0,150.0,150.0,155.0,160.0,160.0,160.0,160.0,160.0,175.0,185.0,275.0,336.0,383.0,425.0,446.0,552.0,612.0,719.0,891.0,1078.0,1077.0,1164.0,1434.0,1492.0,1670.0,1932.0,2038.0,2155.0,2320.0,,,,,,,,,,,,,,,,,,,,,,
Hydrochloric Acid_Annual Production_CA,National,CA,Canada,Hydrochloric Acid,Annual Production,Thousands Metric Tons,Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,6.2,7.3,7.8,16.0,19.0,19.0,17.0,22.0,24.0,26.0,31.0,41.0,42.0,47.0,60.0,64.0,70.0,75.0,81.0,91.0,88.0,109.0,136.0,155.0,154.0,177.0,186.0,143.0,170.0,161.0,158.0,153.0,164.0,179.0,180.0,,193.0,168.0,134.0,135.0,126.0,146.0,142.0,149.0,161.0,155.0,143.0,151.0,,,,,,,,,,,,,,,,,,,,,,,
