ID,Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Data Source,Spatial Scale,Metric,Unit,Country Code,Technology Name
Off-Grid Offshore Wind Energy_Installed electricity capacity_NA,Namibia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NA,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_NR,Nauru,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NR,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_NP,Nepal,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NP,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_NL,Netherlands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NL,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_NC,New Caledonia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NC,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_NZ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NZ,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_NI,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NI,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_NE,Niger,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NE,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_NG,Nigeria,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NG,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_NU,Niue,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NU,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_NO,Norway,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,NO,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_OM,Oman,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,OM,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_PK,Pakistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PK,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_PW,Palau,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PW,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_PA,Panama,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PA,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_PG,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PG,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_PY,Paraguay,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PY,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_PE,Peru,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PE,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_PH,Philippines,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PH,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_PL,Poland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PL,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_PT,Portugal,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PT,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_PR,Puerto Rico,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PR,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_QA,Qatar,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,QA,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_KR,Republic of Korea,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KR,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_MD,Republic of Moldova,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MD,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_MK,Republic of North Macedonia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MK,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_RE,Réunion,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,RE,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_RO,Romania,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,RO,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_RU,Russian Federation,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,RU,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_RW,Rwanda,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,RW,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_BL,Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BL,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_KN,Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,KN,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_LC,Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LC,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_MF,Saint Martin (French Part),,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,MF,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_PM,Saint Pierre and Miquelon,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PM,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_VC,Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,VC,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_WS,Samoa,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,WS,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_ST,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ST,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_SA,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SA,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_SN,Senegal,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SN,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_RS,Serbia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,RS,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_SC,Seychelles,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SC,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_SL,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SL,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_SG,Singapore,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SG,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_SK,Slovakia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SK,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_SI,Slovenia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SI,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_SB,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SB,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_SO,Somalia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SO,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_ZA,South Africa,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ZA,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_GS,South Georgia and the South Sandwich Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GS,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_SS,South Sudan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SS,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_ES,Spain,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ES,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_LK,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,LK,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_PS,State of Palestine,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,PS,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_SD,Sudan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SD,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_SR,Suriname,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SR,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_SE,Sweden,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SE,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_CH,Switzerland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,CH,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_SY,Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,SY,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_TJ,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TJ,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_TH,Thailand,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TH,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_TL,Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TL,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_TG,Togo,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TG,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_TK,Tokelau,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TK,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_TO,Tonga,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TO,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_TT,Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TT,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_TN,Tunisia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TN,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_TR,Türkiye,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TR,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_TM,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TM,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_TC,Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TC,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_TV,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TV,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_UG,Uganda,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,UG,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_UA,Ukraine,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,UA,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_AE,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AE,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_GB,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,GB,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_TZ,United Republic of Tanzania,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,TZ,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_US,United States of America,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,US,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_VI,United States Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,VI,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_UY,Uruguay,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,UY,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_UZ,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,UZ,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_VU,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,VU,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_VE,Venezuela (Bolivarian Republic of),,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,VE,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_VN,Viet Nam,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,VN,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_YE,Yemen,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,YE,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_ZM,Zambia,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ZM,Off-Grid Offshore Wind Energy
Off-Grid Offshore Wind Energy_Installed electricity capacity_ZW,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,ZW,Off-Grid Offshore Wind Energy
On-Grid Biogas_Installed electricity capacity_AF,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AF,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_AL,Albania,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AL,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_DZ,Algeria,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,DZ,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_AS,American Samoa,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AS,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_AD,Andorra,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AD,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_AO,Angola,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AO,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_AI,Anguilla,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AI,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_AG,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AG,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_AR,Argentina,,,,,,,,,,,,,16.6,16.6,16.6,16.6,16.6,21.215,22.635,43.675,54.575,68.975,IRENA,National,Installed electricity capacity,MW,AR,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_AM,Armenia,,,,,,,,,1.3,1.3,1.3,1.3,1.3,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AM,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_AW,Aruba,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,AW,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_AU,Australia,90.0,92.0,99.0,143.0,207.0,265.0,270.0,273.0,218.0,225.0,228.0,229.0,230.0,220.0,226.0,228.0,190.0,190.0,190.0,190.0,197.0,197.9,IRENA,National,Installed electricity capacity,MW,AU,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_AT,Austria,24.0,27.0,18.0,29.0,29.0,217.782,222.169,289.352,284.659,335.482,330.27,372.198,272.937,194.037,188.873,191.413,202.304,180.079,175.396,163.74,164.579,164.579,IRENA,National,Installed electricity capacity,MW,AT,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_AZ,Azerbaijan,,,,,,,,,,,,,,,,1.05,1.05,1.05,1.05,1.05,1.05,1.05,IRENA,National,Installed electricity capacity,MW,AZ,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_BS,Bahamas,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BS,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_BH,Bahrain,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BH,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_BD,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BD,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_BB,Barbados,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BB,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_BY,Belarus,,,,,,,,,1.2,1.2,1.2,6.0,6.0,22.4,22.4,22.4,26.8,27.9,32.9,37.8,38.8,38.8,IRENA,National,Installed electricity capacity,MW,BY,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_BE,Belgium,20.0,28.0,33.0,42.0,50.0,56.0,53.0,68.0,88.0,105.0,115.0,129.0,141.0,151.0,181.0,178.9,187.5,182.5,190.2,196.6,199.0,199.0,IRENA,National,Installed electricity capacity,MW,BE,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_BZ,Belize,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BZ,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_BJ,Benin,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BJ,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_BT,Bhutan,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BT,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_BO,Bolivia (Plurinational State of),,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,IRENA,National,Installed electricity capacity,MW,BO,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_BQ,"Bonaire, Sint Eustatius and Saba",,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BQ,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_BA,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,1.0,1.0,0.99,2.07,2.07,2.07,IRENA,National,Installed electricity capacity,MW,BA,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_BW,Botswana,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,BW,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_BR,Brazil,,,,,,42.0,42.0,42.0,102.0,130.0,156.0,159.0,172.0,173.0,178.11,196.27,460.573,262.321,301.944,371.61,417.248,413.146,IRENA,National,Installed electricity capacity,MW,BR,On-Grid Biogas
On-Grid Biogas_Installed electricity capacity_VG,British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,IRENA,National,Installed electricity capacity,MW,VG,On-Grid Biogas
