ID,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Country Name,Country Code,Data Source,Spatial Scale,Unit,Metric,Technology Name
Railroad_Cumulative total capacity_FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,17.0,17.0,31.0,31.0,52.0,73.0,141.0,141.0,141.0,159.0,159.0,224.0,410.0,548.0,645.0,743.0,822.0,875.0,1049.0,1511.0,2004.0,2467.0,2915.0,3248.0,3654.0,3954.0,4315.0,5037.0,5852.0,6868.0,8094.0,8840.0,9167.0,9626.0,10522.0,11533.0,12362.0,13227.0,13915.0,15000.0,15835.0,16465.0,15544.0,15632.0,17438.0,18139.0,18744.0,19357.0,20034.0,20534.0,21435.0,22249.0,23089.0,24249.0,25576.0,26692.0,28722.0,29839.0,30696.0,31446.0,32128.0,32914.0,33280.0,33878.0,34881.0,35350.0,35971.0,36240.0,36472.0,36934.0,37255.0,37494.0,38109.0,38274.0,38547.0,39105.0,39363.0,39607.0,39775.0,39963.0,40186.0,40285.0,40484.0,40635.0,40838.0,40770.0,37400.0,36400.0,36600.0,36700.0,36400.0,37700.0,38200.0,41800.0,41900.0,42000.0,42000.0,42100.0,42100.0,42200.0,42200.0,42300.0,42400.0,42500.0,42500.0,42600.0,42600.0,42600.0,42600.0,42600.0,42600.0,42500.0,40600.0,39500.0,39800.0,39400.0,39400.0,40500.0,40600.0,41100.0,41300.0,41300.0,41300.0,41200.0,41200.0,41200.0,41000.0,39800.0,39800.0,39600.0,39500.0,39400.0,39000.0,38700.0,38600.0,38500.0,38200.0,37890.0,37810.0,37460.0,37404.0,36742.0,36532.0,35624.0,35180.0,34812.0,34834.0,34787.0,34717.0,34597.0,34522.0,34444.0,34362.0,34596.0,34599.0,34710.0,34688.0,34676.0,34639.0,34647.0,34563.0,34322.0,34322.0,34322.0,32727.0,32557.0,34322.0,34322.0,34074.0,34123.0,32027.0,32027.0,31939.0,,,,,,,,,France,FR,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_UY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,26.0,63.0,63.0,280.0,304.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,478.0,543.0,556.0,642.0,869.0,983.0,1567.0,1568.0,1602.0,1604.0,1604.0,1624.0,1624.0,1625.0,1730.0,1730.0,1944.0,1944.0,1944.0,1947.0,1948.0,1960.0,1960.0,2208.0,2328.0,2488.0,2512.0,2522.0,2576.0,2592.0,2638.0,2672.0,2672.0,2672.0,2672.0,2672.0,2672.0,2672.0,2672.0,2672.0,2672.0,2692.0,2720.0,2724.0,2724.0,2731.0,2731.0,2731.0,2848.0,2848.0,2848.0,2848.0,2971.0,2971.0,3009.0,3009.0,3009.0,3009.0,3009.0,3009.0,3009.0,3009.0,3009.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,3004.0,2975.0,2975.0,2975.0,2975.0,2975.0,2975.0,2975.0,2988.0,2998.0,3005.0,3005.0,3005.0,3010.0,3001.0,3001.0,2991.0,2991.0,2991.0,3006.0,3005.0,3002.0,3002.0,3004.0,3004.0,3002.0,3002.0,2993.0,2993.0,2993.0,2993.0,,,,,,,,,,Uruguay,UY,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_EC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,105.0,145.0,201.0,201.0,300.0,375.0,459.0,523.0,543.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,587.0,626.0,665.0,665.0,665.0,665.0,665.0,752.0,805.0,805.0,1017.0,1030.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1031.0,1060.0,1055.0,1055.0,1055.0,1055.0,1048.0,1048.0,1048.0,1048.0,1048.0,1124.0,1124.0,1124.0,1121.0,1121.0,1121.0,1121.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,990.0,990.0,990.0,990.0,990.0,990.0,965.0,965.0,965.0,965.0,965.0,965.0,965.0,966.0,966.0,966.0,966.0,966.0,966.0,966.0,966.0,966.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,956.0,,,,,,,,,,Ecuador,EC,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,253,253,398,540,540,540,540,540,540,540,540,540,562,562,562,571,571,593,593,675,707,707,707,695,692,695,892,949,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serbia,RS,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,65.0,88.0,164.0,256.0,378.0,422.0,551.0,707.0,963.0,1621.0,2028.0,2353.0,3074.0,3488.0,4156.0,4442.0,4500.0,4650.0,4667.0,4691.0,4707.0,4734.0,4848.0,5015.0,5242.0,5435.0,5602.0,5765.0,6116.0,6444.0,6672.0,6755.0,7159.0,7485.0,7748.0,8029.0,8260.0,8295.0,8471.0,8742.0,9129.0,9438.0,9954.0,10259.0,10849.0,11135.0,11147.0,11225.0,11299.0,11359.0,11540.0,11657.0,11779.0,11905.0,12075.0,12403.0,12443.0,12530.0,12554.0,12640.0,12838.0,13011.0,13205.0,13361.0,13480.0,13659.0,13704.0,13732.0,13830.0,13840.0,13947.0,14047.0,14105.0,14205.0,14228.0,14324.0,14548.0,14606.0,14823.0,14862.0,14869.0,14879.0,15007.0,15004.0,14999.0,,,,,15007.0,15094.0,15274.0,15421.0,15422.0,15423.0,15423.0,15425.0,15422.0,15457.0,15545.0,15551.0,15644.0,15518.0,15566.0,15518.0,15393.0,15489.0,15562.0,15603.0,15512.0,,,,15293.0,15106.0,14924.0,14935.0,14997.0,14486.0,14199.0,14064.0,14086.0,13742.0,13613.0,13625.0,13619.0,13555.0,13555.0,13541.0,13542.0,13543.0,13572.0,13573.0,,13466.0,12721.0,12686.0,12550.0,12710.0,12560.0,13060.0,13060.0,13060.0,15430.0,15430.0,14400.0,14343.0,15172.0,15079.0,13950.0,,,,,,,,,Spain,ES,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,36.0,192.0,317.0,476.0,645.0,859.0,965.0,,1059.0,,,1212.0,1212.0,1212.0,1241.0,,1302.0,1319.0,1347.0,1347.0,1482.0,1798.0,2085.0,2246.0,2343.0,2356.0,2356.0,2399.0,2593.0,2642.0,2649.0,2649.0,2683.0,2714.0,2759.0,2880.0,2972.0,3045.0,3127.0,3196.0,3248.0,3296.0,3350.0,3413.0,3481.0,3537.0,3544.0,3688.0,3767.0,3925.0,4031.0,4086.0,4121.0,4224.0,4311.0,4385.0,4463.0,4534.0,4640.0,4832.0,4876.0,4941.0,5037.0,5066.0,5079.0,5078.0,5078.0,5080.0,5083.0,5098.0,5101.0,5102.0,5135.0,5137.0,5136.0,5136.0,5142.0,5136.0,5135.0,5136.0,5137.0,5132.0,5163.0,5249.0,5240.0,5228.0,5221.0,5223.0,5216.0,5213.0,5218.0,5217.0,5222.0,4219.0,5181.0,5171.0,5152.0,5152.0,5125.0,5124.0,5119.0,5106.0,5106.0,5106.0,5114.0,5117.0,5117.0,5118.0,5112.0,5112.0,5098.0,5074.0,5071.0,5059.0,5051.0,5018.0,5010.0,5010.0,5007.0,4992.0,4990.0,4994.0,4994.0,4995.0,4991.0,4991.0,,4995.0,4997.0,5002.0,5010.0,5017.0,5016.0,5020.0,5020.0,5020.0,5030.0,5029.0,5029.0,5029.0,,,,,,,,,,,,,,,,Switzerland,CH,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.0,,,,,,,,,,,,,,,,,Armenia,AM,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,68,68,68,68,68,68,185,185,234,270,313,313,359,359,359,414,493,493,493,549,580,811,887,1023,1057,1115,1327,1452,1562,1562,1562,1562,1562,1522,1562,1562,1562,1562,1611,1726,1752,1952,1952,1981,1981,2057,2105,2303,2383,2490,2548,2561,2582,2847,2976,3085,3085,3085,3165,3174,3177,3180,3236,3250,3286,3286,3445,3456,3456,3589,3603,3627,3835,3835,3835,3835,3873,3873,3873,3964,3998,3998,3988,3968,3968,4155,4155,4175,4276,4276,4376,4376,4471,4471,4469,4469,4470,4470,4454,4454,4485,4504,4474,4493,4493,4467,4408,4408,4360,4348,4349,4294,4294,4294,4292,4292,4256,4257,4257,4257,4241,4241,4241,4239,4242,4242,4242,4242,4242,4219,4219,4217,4175,4044,4044,4027,4023,4023,4223,4223,4026,4027,4023,4012,4012,,,,,,,,,Norway,NO,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18323,19307,19318,19281,19260,19377,19495,19533,19600,19891,20016,20142,20063,20085,20181,20245,20438,,,,,,,,23218,24049,24259,26076,26312,26386,26606,26762,26999,26985,27003,26974,27040,27017,26904,26827,26928,26920,26898,26862,26739,26638,26628,26574,26678,26717,26737,26587,26709,26702,26734,26832,26835,27271,27185,27172,27158,27139,27070,27095,26848,26637,26545,26644,26228,25848,25254,24926,,,,,,,,,,,,,,,,Poland,PL,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,35.0,99.0,149.0,188.0,252.0,261.0,261.0,261.0,266.0,335.0,365.0,385.0,464.0,574.0,678.0,944.0,1069.0,1108.0,1273.0,1396.0,1465.0,1593.0,1673.0,1785.0,1854.0,1948.0,2098.0,2220.0,2554.0,2918.0,3266.0,3574.0,3866.0,4195.0,4440.0,4619.0,4728.0,4869.0,4976.0,5080.0,5124.0,5145.0,5167.0,5305.0,5429.0,5506.0,5615.0,5902.0,6211.0,6369.0,6394.0,6566.0,6683.0,6863.0,6917.0,7052.0,7077.0,7138.0,7216.0,7260.0,7326.0,7395.0,7408.0,7416.0,7444.0,7432.0,7398.0,7398.0,7394.0,7396.0,7388.0,,,,,,,,,,,,6616.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6640.0,6637.0,6637.0,6637.0,6637.0,6637.0,6637.0,6637.0,6637.0,6637.0,6637.0,6637.0,6637.0,6699.0,6699.0,6701.0,6708.0,6708.0,6708.0,6708.0,6708.0,6708.0,6708.0,6708.0,6708.0,6708.0,6700.0,6700.0,6700.0,,,,,,,,,,,Indonesia,ID,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,35,53,94,143,143,143,143,143,143,143,143,143,143,146,146,146,146,225,225,225,225,257,257,275,275,275,275,275,275,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,327,327,327,327,327,327,327,327,354,367,367,367,367,367,367,367,379,379,379,379,379,431,431,431,431,431,431,431,431,405,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,403,373,320,345,345,345,345,345,331,331,331,331,331,289,289,245,245,245,218,218,218,218,218,218,218,218,,,,,,,,,,Nicaragua,NI,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2664.0,2699.0,,,,,,,,,,,,,,,,Croatia,HR,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2558.0,2558.0,2558.0,2753.0,2776.0,2775.0,2780.0,2805.0,2768.0,2780.0,2846.0,2910.0,2938.0,2949.0,2978.0,2977.0,3022.0,3032.0,3038.0,2956.0,2980.0,3063.0,3105.0,3161.0,3192.0,3192.0,3199.0,3121.0,3133.0,3143.0,3144.0,3144.0,3142.0,3153.0,3158.0,3135.0,3121.0,3121.0,3121.0,3116.0,3121.0,3113.0,3130.0,3149.0,3120.0,3091.0,3091.0,3092.0,3098.0,3099.0,4011.0,4011.0,4030.0,4035.0,,,,,,,,,,,South Korea,KR,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_BD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2599.0,2605.0,2611.0,2611.0,2707.0,2707.0,2707.0,2748.0,2748.0,2748.0,2756.0,2756.0,,2759.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2756.0,2811.0,2811.0,2858.0,2858.0,2858.0,2874.0,2874.0,2874.0,2874.0,2874.0,2874.0,2874.0,2884.0,2884.0,2887.0,2892.0,2892.0,2892.0,2818.0,2792.0,2792.0,2746.0,2746.0,2746.0,2746.0,2706.0,,,,,,,,,,,,,,,,Bangladesh,BD,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_MG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,149.0,149.0,173.0,272.0,272.0,272.0,272.0,369.0,369.0,369.0,386.0,386.0,386.0,386.0,538.0,538.0,538.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,857.0,857.0,857.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,860.0,860.0,860.0,860.0,860.0,860.0,860.0,864.0,864.0,864.0,864.0,864.0,864.0,864.0,864.0,864.0,864.0,864.0,864.0,864.0,864.0,883.0,884.0,884.0,884.0,884.0,883.0,883.0,883.0,883.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,,,,,,,,,,,Madagascar,MG,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,20.0,49.0,82.0,133.0,152.0,259.0,286.0,379.0,564.0,620.0,702.0,705.0,808.0,1081.0,1207.0,1360.0,1580.0,1777.0,2236.0,2404.0,2773.0,3109.0,3725.0,4162.0,4591.0,5258.0,5559.0,5933.0,6124.0,6429.0,6710.0,7044.0,7223.0,7707.0,8018.0,8422.0,8664.0,8755.0,8898.0,9290.0,9506.0,9753.0,10149.0,10591.0,11003.0,11823.0,12277.0,13037.0,13537.0,13629.0,13964.0,14487.0,15004.0,15492.0,15970.0,16053.0,16243.0,16352.0,16407.0,16429.0,16451.0,16723.0,16825.0,16912.0,17078.0,17380.0,17583.0,17723.0,17913.0,18090.0,18394.0,18632.0,18873.0,19125.0,19652.0,20046.0,20198.0,20262.0,20304.0,20385.0,20556.0,20760.0,20911.0,21010.0,21106.0,21349.0,21473.0,21598.0,21855.0,22119.0,22571.0,22808.0,22892.0,23158.0,23046.0,22890.0,22931.0,22955.0,22955.0,22992.0,23062.0,23227.0,,,18655.0,20637.0,20983.0,21399.0,21639.0,21550.0,21711.0,21743.0,21822.0,21852.0,21923.0,21723.0,21584.0,21516.0,21310.0,21277.0,21143.0,20972.0,21014.0,20885.0,20812.0,20381.0,20566.0,20358.0,20301.0,20212.0,20239.0,20198.0,20174.0,20176.0,20176.0,20088.0,20122.0,19803.0,19719.0,19814.0,19833.0,19780.0,19793.0,19750.0,19726.0,19563.0,19538.0,19566.0,19562.0,19588.0,19582.0,19465.0,,20011.0,20011.0,19503.0,18961.0,19437.0,19272.0,19394.0,,,,,,,,,Italy,IT,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,40.0,40.0,40.0,40.0,89.0,132.0,156.0,180.0,180.0,195.0,212.0,251.0,251.0,251.0,251.0,,,396.0,428.0,456.0,456.0,489.0,505.0,505.0,505.0,505.0,505.0,588.0,643.0,643.0,675.0,801.0,878.0,933.0,943.0,943.0,1036.0,1059.0,1059.0,1069.0,1094.0,1166.0,1197.0,1266.0,1311.0,1333.0,1409.0,1650.0,1821.0,2122.0,2235.0,2299.0,2319.0,2613.0,2795.0,2821.0,2825.0,2837.0,2833.0,2842.0,2917.0,2886.0,2965.0,2972.0,3036.0,3062.0,3065.0,3071.0,3120.0,3159.0,3099.0,3116.0,3134.0,3134.0,2977.0,2946.0,2944.0,3062.0,3029.0,3161.0,3161.0,3161.0,3161.0,3436.0,3436.0,3436.0,3436.0,3436.0,3436.0,3436.0,3436.0,3436.0,3436.0,3431.0,3431.0,3431.0,3431.0,3431.0,3403.0,3403.0,3403.0,3403.0,3403.0,3403.0,2710.0,3400.0,3255.0,3255.0,3257.0,3239.0,3239.0,2113.0,2113.0,2113.0,2113.0,2113.0,2097.0,2100.0,2233.0,,2027.0,1983.0,,,,,,,,,,Colombia,CO,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_IQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443.0,1443.0,1397.0,1412.0,1458.0,1562.0,1449.0,1443.0,1448.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1561.0,1738.0,1882.0,1862.0,1862.0,1862.0,1862.0,1862.0,1862.0,1862.0,1862.0,1988.0,1988.0,2033.0,2033.0,2033.0,2033.0,2045.0,2045.0,2048.0,2050.0,2019.0,2019.0,1977.0,2048.0,1947.0,1900.0,1915.0,1915.0,2474.0,2528.0,2528.0,2352.0,2529.0,2529.0,2529.0,2529.0,,,1589.0,1645.0,1570.0,1570.0,2041.0,2035.0,2035.0,2029.0,2029.0,2372.0,1721.0,,,,,,,,,,,,,,,,,,,,,Iraq,IQ,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,62,93,194,194,332,332,332,631,1102,1250,1486,1598,1593,1709,2104,2104,2308,,,,,,2187,2261,2261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Namibia,NA,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
