ID,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Country Name,Country Code,Data Source,Spatial Scale,Unit,Metric,Technology Name
Railroad_Cumulative total capacity_LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2413.0,,,,,,,,,,,,,,,,Latvia,LV,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_VE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,13.0,13.0,13.0,13.0,13.0,113.0,113.0,113.0,113.0,113.0,113.0,113.0,164.0,164.0,164.0,295.0,295.0,295.0,454.0,454.0,454.0,502.0,620.0,653.0,760.0,760.0,851.0,851.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,861.0,861.0,861.0,935.0,935.0,945.0,945.0,945.0,982.0,982.0,982.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,993.0,1049.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,,506.0,506.0,506.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,474.0,226.0,226.0,226.0,226.0,233.0,226.0,226.0,264.0,284.0,264.0,268.0,268.0,268.0,268.0,,280.0,280.0,445.0,445.0,538.0,538.0,538.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,627.0,,,,,,,,,,Venezuela,VE,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3660.0,3660.0,,,,,,,,,,,,,,,,Slovak Republic,SK,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_BZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,40.0,40.0,40.0,40.0,40.0,40.0,47.0,47.0,47.0,47.0,47.0,47.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,31.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,Belize,BZ,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_CZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9439.0,9451.0,,,,,,,,,,,,,,,,Czech Republic,CZ,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,,,,,,,,,,,,,,,Estonia,EE,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,418.0,435.0,435.0,595.0,644.0,829.0,,,1516.0,,2335.0,2419.0,2755.0,3746.0,6499.0,7024.0,7563.0,8601.0,9854.0,9854.0,9854.0,9982.0,,,11004.0,10918.0,,10973.0,11345.0,11535.0,12020.0,13215.0,,,12677.0,13000.0,12600.0,13441.0,,,,,,,,,,,,,,,,,6884.0,12768.0,21800.0,22200.0,22300.0,22900.0,23800.0,24500.0,25600.0,26500.0,26700.0,30200.0,32300.0,33900.0,34500.0,34600.0,35000.0,35300.0,36400.0,37800.0,38600.0,38800.0,39300.0,41000.0,42800.0,43900.0,44300.0,45100.0,46000.0,46300.0,47400.0,48600.0,49800.0,49900.0,50200.0,50500.0,51600.0,51700.0,52100.0,52500.0,52600.0,52800.0,53200.0,53400.0,53400.0,53600.0,53800.0,53800.0,53800.0,53900.0,53900.0,53950.0,,,,,,,,,,,China,CN,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,102.0,131.0,210.0,227.0,307.0,307.0,307.0,334.0,334.0,339.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,403.0,403.0,405.0,523.0,634.0,634.0,692.0,692.0,692.0,692.0,692.0,642.0,692.0,692.0,692.0,685.0,685.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,579.0,,,,,,,,,,,,,,,,Benin,BJ,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_NZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,233,336,872,1156,1535,1722,1835,1901,2071,2145,2391,2527,2662,2913,2964,3001,3077,3148,3236,3277,3399,3489,3510,3516,3576,3632,3655,3701,3739,3869,3928,4002,4054,4134,4159,4363,4419,4490,4566,4649,4656,4801,4826,4780,4817,4817,4822,4857,4862,4873,4913,4965,5050,5092,5118,5290,5290,5346,5335,5335,5343,5343,5343,5343,5348,5341,5456,5456,5456,5568,5639,5639,5678,5678,5675,5675,5675,5683,5695,5689,5639,5615,5507,5501,5578,5504,5369,5364,5362,5251,5255,5237,5232,5169,5018,4929,4929,4847,4807,4805,4799,4797,4797,4688,4595,4536,4478,4433,4418,4332,4273,4273,4273,4273,4202,4266,4266,4070,3973,,,3973,3973,,,,,,,,,,,,,,New Zealand,NZ,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_KZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13841.0,,,,,,,,,,,,,,,,,Kazakhstan,KZ,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,89,122,122,219,229,365,365,365,365,410,410,410,435,483,509,544,544,544,544,544,544,544,544,544,544,544,544,544,544,534,538,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,449,449,500,500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,Sierra Leone,SL,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,126,,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,515,515,515,515,515,515,515,515,515,515,515,515,515,515,515,517,517,517,517,517,517,517,517,517,517,517,517,795,795,795,795,795,795,800,800,800,800,800,800,800,800,800,800,820,820,820,820,,,,,,,,,,,Republic of the Congo,CG,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696.0,1696.0,1696.0,1696.0,1992.0,2097.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2411.0,2396.0,2396.0,2763.0,2781.0,2781.0,2765.0,2980.0,3203.0,3203.0,3214.0,3201.0,3249.0,3251.0,3252.0,3251.0,3243.0,3204.0,3206.0,3206.0,3206.0,3258.0,3258.0,3258.0,3241.0,3242.0,3242.0,3242.0,3244.0,3247.0,3247.0,3247.0,3315.0,3441.0,3442.0,3604.0,3800.0,4040.0,4732.0,4232.0,4680.0,4685.0,4685.0,4737.0,4740.0,4748.0,4752.0,4756.0,4756.0,4756.0,4756.0,4756.0,4757.0,4757.0,4780.0,4784.0,4787.0,4787.0,4787.0,4787.0,4784.0,4784.0,4784.0,4756.0,4756.0,4756.0,4756.0,4756.0,4756.0,4756.0,4756.0,4756.0,4756.0,4756.0,4756.0,4756.0,4756.0,4756.0,,,,,,,,,,,Sudan,SD,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_GT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,21.0,21.0,48.0,116.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,282.0,457.0,480.0,480.0,480.0,640.0,640.0,640.0,640.0,640.0,640.0,654.0,654.0,700.0,700.0,724.0,781.0,808.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,987.0,1096.0,1096.0,1096.0,1096.0,1096.0,1102.0,1102.0,1155.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,1159.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,819.0,953.0,953.0,1139.0,1139.0,1139.0,1139.0,1139.0,,,,,,,,,,,,,,,,Guatemala,GT,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_TM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2187.0,,,,,,,,,,,,,,,,Turkmenistan,TM,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,417.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lebanon,LB,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915,958,958,958,958,958,965,970,970,983,1048,1048,1052,1052,1058,1065,1075,1092,1095,1107,1121,1239,1261,1456,1550,1730,1809,1816,1946,1975,1987,2012,2029,2066,2082,2115,2116,2116,2159,2183,2188,2459,2555,2654,2582,2709,2861,,2899,2972,2954,2977,3038,3038,3039,2938,2918,2898,2886,2801,2802,2936,2875,2890,3062,3029,3097,3097,3010,3067,2789,2789,2726,2726,2726,2673,2578,2559,2458,2558,2460,2327,2244,2340,2295,2209,2235,2242,2282,,1892,1892,1875,1875,1875,1875,1882,2099,2159,2159,2159,2159,2159,2159,2157,2397,2434,2196,2196,2121,2121,2121,2126,2124,2065,2015,2015,,,,,,,,,,Peru,PE,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,171.0,171.0,171.0,171.0,171.0,182.0,234.0,234.0,467.0,705.0,894.0,1038.0,1215.0,1358.0,1534.0,1717.0,1717.0,1810.0,1930.0,2043.0,2063.0,2063.0,2063.0,2063.0,2063.0,2063.0,2063.0,2075.0,2075.0,2075.0,2075.0,2075.0,2389.0,2395.0,2395.0,2395.0,2395.0,2395.0,2395.0,2777.0,3091.0,3290.0,3372.0,3383.0,3361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indochina,CN,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_BA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.0,,,,,,,,,,,,,,,,,,Bosnia-Herzegovina,BA,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
Railroad_Cumulative total capacity_RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,219,279,,,572,814,814,814,814,814,814,840,962,1060,1123,1200,1238,1675,1886,2128,2141,2146,2182,2205,2220,2238,2489,2544,2576,2721,2738,2781,2806,2808,2807,2808,2810,2814,2815,2814,3036,3073,3120,3135,3169,3270,2799,1175,2759,4388,4388,9350,9343,9650,9650,9717,9812,9792,9774,9831,9834,9822,9904,9898,9904,9888,9907,9945,9990,,,,,,,,10020,,10677,,10853,,,,,10967,,10976,10989,10998,10981,10986,11005,10998,10985,10979,11007,11023,11016,11006,11012,11012,11023,11019,11086,11039,,,11119,,11110,11093,11125,11106,11169,11192,11221,11275,11298,11343,11348,11365,11430,11380,11275,11275,11365,11365,11365,11376,11385,,,,,,,,,Romania,RO,NBER CHAT,National,Length of railway open in kilometers,Cumulative total capacity,Railroad
